"Case","OCC_DATE","OCC_YEAR","OCC_Month","OCC_QTR","CASE_STATUS_DESC","UCR","UCR_EXT_CODE","OFFENSE_DESC","Bias Type","LOC_CODE","Location_Description","DeIdentifiedLocation","X_COORDINATE","Y_COORDINATE"
"2017325560","2017-05-19",2017,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-AMERICAN INDIAN OR ALASKAN NATIVE","3","BAR/NIGHT CLUB","1800 BLOCK S FEDERAL BLVD",3133521,1673927
"2017325560","2017-05-19",2017,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-AMERICAN INDIAN OR ALASKAN NATIVE","3","BAR/NIGHT CLUB","1800 BLOCK S FEDERAL BLVD",3133521,1673927
"2017323293","2017-05-18",2017,5,2,"REFUSED BY DA - OTHER REASON","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN (FEMALE)","20","RESIDENCE/HOME","2400 BLOCK S GALAPAGO ST",3141971,1670319
"2017323432","2017-05-17",2017,5,2,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","5309","0","HARASSMENT","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","20","RESIDENCE/HOME","2100 BLOCK STOUT ST",3144562,1698927
"2017312033","2017-05-13",2017,5,2,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","1316","0","THREATS TO INJURE","ANTI-GAY (MALE)","24","SPECIALTY STORE","8000 BLOCK E QUINCY AVE",3169843,1657990
"2017308618","2017-05-12",2017,5,2,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-TRANSGENDER","44","DAYCARE FACILITY","2300 BLOCK CURTIS ST",3144496,1700051
"2017306792","2017-05-11",2017,5,2,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-HISPANIC OR LATINO","7","CONVENIENCE STORE","5100 BLOCK N FEDERAL BLVD",3133545,1713145
"20176003905","2017-05-03",2017,5,2,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-JEWISH","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1900 BLOCK S WILLIAMS ST",3150094,1673170
"2017285966","2017-05-02",2017,5,2,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-JEWISH","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2300 BLOCK S UNIVERSITY BLVD",3152230,1671040
"20176003863","2017-05-02",2017,5,2,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-JEWISH","20","RESIDENCE/HOME","2400 BLOCK S RACE ST",3150765,1670182
"2017285383","2017-05-02",2017,5,2,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-JEWISH","18","PARKING LOT/GARAGE","700 BLOCK N BROADWAY ST",3144354,1690523
"2017287964","2017-05-02",2017,5,2,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-JEWISH","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1500 BLOCK ARAPAHOE ST",3141527,1697656
"20176003880","2017-05-02",2017,5,2,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-JEWISH","20","RESIDENCE/HOME","2200 BLOCK S WILLIAMS ST",3150101,1671238
"2017284389","2017-05-01",2017,5,2,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-JEWISH","20","RESIDENCE/HOME","1800 BLOCK S GILPIN ST",3149769,1674383
"2017284171","2017-05-01",2017,5,2,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-JEWISH","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2300 BLOCK S WILLIAMS ST",3150100,1670762
"2017266194","2017-04-24",2017,4,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","N LOGAN ST / E COLFAX AVE",3145580,1694848
"2017263443","2017-04-22",2017,4,2,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","2999","0","CRIMINAL MISCHIEF - OTHER","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","1400 BLOCK N OGDEN ST",3147532,1694400
"2017213146","2017-04-02",2017,4,2,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1316","0","THREATS TO INJURE","ANTI-BLACK OR AFRICAN AMERICAN","14","HOTEL/MOTEL/ETC.","2600 BLOCK N ZUNI ST",3136069,1700494
"2017213146","2017-04-02",2017,4,2,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1316","0","THREATS TO INJURE","ANTI-BLACK OR AFRICAN AMERICAN","14","HOTEL/MOTEL/ETC.","2600 BLOCK N ZUNI ST",3136069,1700494
"2017195452","2017-03-25",2017,3,1,"INACTIVE","1315","2","MENACING - FELONY W/WEAP","ANTI-TRANSGENDER","1","AIR/BUS/TRAIN TERMINAL","1700 BLOCK WYNKOOP ST",3140598,1699567
"2017161622","2017-03-10",2017,3,1,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-BLACK OR AFRICAN AMERICAN","50","PARK/PLAYGROUND","3600 BLOCK W MISSISSIPPI AVE",3130967,1679122
"2017125977","2017-02-23",2017,2,1,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1210","0","ROBBERY - PURSE SNATCH W/FORCE","ANTI-BLACK OR AFRICAN AMERICAN","1","AIR/BUS/TRAIN TERMINAL","S FEDERAL BLVD / W MISSISSIPPI AVE",3133645,1679018
"2017111468","2017-02-17",2017,2,1,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1316","0","THREATS TO INJURE","ANTI-HISPANIC OR LATINO","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","I25 HWYSB / N SPEER BLVD",3137010,1700390
"2017111468","2017-02-17",2017,2,1,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1316","0","THREATS TO INJURE","ANTI-HISPANIC OR LATINO","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","I25 HWYSB / N SPEER BLVD",3137010,1700390
"2017105234","2017-02-15",2017,2,1,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E 13TH AVE / N ALBION ST",3157632,1693626
"2017105275","2017-02-15",2017,2,1,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1316","0","THREATS TO INJURE","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","WEWATTA ST / 16TH ST",3139821,1699633
"201783169","2017-02-06",2017,2,1,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-ISLAMIC (MUSLIM)","21","RESTAURANT","1500 BLOCK N GRANT ST",3145128,1694983
"201783169","2017-02-06",2017,2,1,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-ISLAMIC (MUSLIM)","21","RESTAURANT","1500 BLOCK N GRANT ST",3145128,1694983
"201766353","2017-01-30",2017,1,1,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","1109","0","SEX ASLT - NON-RAPE","ANTI-MENTAL DISABILITY","20","RESIDENCE/HOME","2200 BLOCK S JASMINE ST",3163262,1671541
"201766746","2017-01-30",2017,1,1,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1316","0","THREATS TO INJURE","ANTI-ISLAMIC (MUSLIM)","21","RESTAURANT","1100 BLOCK 14TH ST",3141038,1697180
"201727126","2017-01-11",2017,1,1,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","5309","0","HARASSMENT","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","20","RESIDENCE/HOME","7100 BLOCK E MISSISSIPPI AVE",3167163,1678018
"2016775690","2016-12-05",2016,12,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-TRANSGENDER","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","W IOWA AVE / S ACOMA ST",3143883,1675733
"2016775327","2016-12-04",2016,12,4,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-CATHOLIC","50","PARK/PLAYGROUND","W 17TH AVE / N PERRY ST",3129548,1696193
"2016761897","2016-11-29",2016,11,4,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1316","0","THREATS TO INJURE","ANTI-HISPANIC OR LATINO","21","RESTAURANT","1300 BLOCK 21ST ST",3142880,1699938
"2016759855","2016-11-27",2016,11,4,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-JEWISH","18","PARKING LOT/GARAGE","6900 BLOCK E GIRARD AVE",3167302,1663927
"2016755611","2016-11-26",2016,11,4,"INACTIVE - PENDING LAB ANALYSIS RESULTS","1313","0","ASSAULT - SIMPLE","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E 23RD AVE / N CLARKSON ST",3147069,1698758
"2016748406","2016-11-22",2016,11,4,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1316","0","THREATS TO INJURE","ANTI-TRANSGENDER","20","RESIDENCE/HOME","1700 BLOCK CHAMPA ST",3142838,1697655
"2016734313","2016-11-16",2016,11,4,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-TRANSGENDER","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1300 BLOCK N HUMBOLDT ST",3149209,1694002
"2016733387","2016-11-15",2016,11,4,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","4500 BLOCK N TEJON ST",3137478,1709342
"2016726666","2016-11-12",2016,11,4,"REFUSED BY DA - INSUFFICIENT ID EVID","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-GAY (MALE)","20","RESIDENCE/HOME","1900 BLOCK E 13TH AVE",3150627,1693840
"2016725630","2016-11-12",2016,11,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","6800 BLOCK E TENNESSEE AVE",3166175,1679640
"2016720419","2016-11-09",2016,11,4,"INACTIVE","2999","0","CRIMINAL MISCHIEF - OTHER","ANTI-WHITE","20","RESIDENCE/HOME","1300 BLOCK N YOSEMITE ST",3172959,1694445
"2016716474","2016-11-08",2016,11,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","6800 BLOCK E TENNESSEE AVE",3166175,1679640
"2016716039","2016-11-07",2016,11,4,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1313","0","ASSAULT - SIMPLE","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","12300 BLOCK E ALBROOK DR",3183998,1710284
"2016686183","2016-10-26",2016,10,4,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-WHITE","12","GROCERY/SUPERMARKET","700 BLOCK E 20TH AVE",3146910,1697792
"2016629763","2016-10-01",2016,10,4,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1313","0","ASSAULT - SIMPLE","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","20TH ST / LARIMER ST",3142665,1699538
"2016630001","2016-09-30",2016,9,3,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1316","0","THREATS TO INJURE","ANTI-TRANSGENDER","20","RESIDENCE/HOME","2100 BLOCK STOUT ST",3144562,1698927
"2016520719","2016-08-16",2016,8,3,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","5312","0","DISTURBING THE PEACE","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","15","JAIL/PRISON/PENETENTIARY/CORRECTIONS FACILITY","1200 BLOCK N YORK ST",3151827,1693663
"2016404597","2016-06-27",2016,6,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-GAY (MALE)","15","JAIL/PRISON/PENETENTIARY/CORRECTIONS FACILITY","400 BLOCK W COLFAX AVE",3142418,1694739
"2016381311","2016-06-17",2016,6,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","5309","0","HARASSMENT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","3","BAR/NIGHT CLUB","1500 BLOCK E COLFAX AVE",3149314,1694790
"2016319472","2016-05-21",2016,5,2,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","1205","0","ROBBERY - STREET","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","5100 BLOCK E 29TH AVE",3160922,1701597
"2016317371","2016-05-21",2016,5,2,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1315","0","AGGRAVATED ASSAULT","ANTI-TRANSGENDER","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","W MISSISSIPPI AVE / S DALE CT",3134631,1679020
"2016277703","2016-05-04",2016,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","3605","0","INDECENT EXPOSURE","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","21","RESTAURANT","100 BLOCK N STEELE ST",3154674,1687234
"2016258304","2016-04-26",2016,4,2,"OPEN","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-JEWISH","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","700 BLOCK S HUDSON ST",3162518,1681713
"20185005422","2016-04-25",2016,4,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","5309","0","HARASSMENT","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","21200 BLOCK E 50TH AVE",3213705,1711829
"2016223402","2016-04-10",2016,4,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","800 BLOCK W ALAMEDA AVE",3141662,1684298
"2016190434","2016-03-27",2016,3,1,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-HISPANIC OR LATINO","9","DRUG STORE/DR'S OFFICE/HOSPITAL","4500 BLOCK E 9TH AVE",3159039,1691869
"2017768445","2016-03-15",2016,3,1,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","5309","0","HARASSMENT","ANTI-HISPANIC OR LATINO","25","OTHER/UNKNOWN","1600 BLOCK WEWATTA ST",3139841,1699826
"2016162768","2016-03-14",2016,3,1,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-CATHOLIC","52","SCHOOL - COLLEGE/UNIVERSITY","1200 BLOCK 10TH ST",3139639,1691954
"20165000590","2016-02-17",2016,2,1,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-WHITE","1","AIR/BUS/TRAIN TERMINAL","800 BLOCK S BROADWAY ST",3144188,1680515
"201667555","2016-01-31",2016,1,1,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","1205","0","ROBBERY - STREET","ANTI-WHITE","1","AIR/BUS/TRAIN TERMINAL","900 BLOCK S BROADWAY ST",3144190,1680279
"201670644","2016-01-30",2016,1,1,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","5309","0","HARASSMENT","ANTI-BLACK OR AFRICAN AMERICAN","14","HOTEL/MOTEL/ETC.","100 BLOCK N CLAYTON LN",3153149,1687209
"201624653","2016-01-12",2016,1,1,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1315","0","AGGRAVATED ASSAULT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","25","OTHER/UNKNOWN","1900 BLOCK 29TH ST",3144045,1704157
"201618818","2016-01-10",2016,1,1,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1316","0","THREATS TO INJURE","ANTI-ISLAMIC (MUSLIM)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","S BROADWAY ST / E MISSISSIPPI AVE",3144234,1679035
"2015720231","2015-12-10",2015,12,4,"REFERRED TO OTHER AGENCY","5309","0","HARASSMENT","ANTI-ISLAMIC (MUSLIM)","20","RESIDENCE/HOME","4500 BLOCK S MONACO ST",3166184,1655058
"2015671167","2015-11-16",2015,11,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","5215","0","BOMB THREAT","ANTI-BLACK OR AFRICAN AMERICAN","9","DRUG STORE/DR'S OFFICE/HOSPITAL","3500 BLOCK S TAMARAC DR",3169166,1662845
"2015671167","2015-11-16",2015,11,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","5215","0","BOMB THREAT","ANTI-BLACK OR AFRICAN AMERICAN","9","DRUG STORE/DR'S OFFICE/HOSPITAL","3500 BLOCK S TAMARAC DR",3169166,1662845
"2015671167","2015-11-16",2015,11,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","5215","0","BOMB THREAT","ANTI-BLACK OR AFRICAN AMERICAN","9","DRUG STORE/DR'S OFFICE/HOSPITAL","3500 BLOCK S TAMARAC DR",3169166,1662845
"2015645598","2015-11-04",2015,11,4,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","800 BLOCK E COLFAX AVE",3146931,1694824
"2015614372","2015-10-17",2015,10,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-LESBIAN (FEMALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","200 BLOCK 16TH ST",3143897,1695450
"2015574170","2015-10-02",2015,10,4,"REFUSED BY DA - OTHER REASON","1315","0","AGGRAVATED ASSAULT","ANTI-HISPANIC OR LATINO","21","RESTAURANT","3200 BLOCK N COLORADO BLVD",3157378,1703198
"2015574170","2015-10-02",2015,10,4,"REFUSED BY DA - OTHER REASON","1315","0","AGGRAVATED ASSAULT","ANTI-HISPANIC OR LATINO","21","RESTAURANT","3200 BLOCK N COLORADO BLVD",3157378,1703198
"2015528232","2015-09-12",2015,9,3,"INACTIVE","1315","2","MENACING - FELONY W/WEAP","ANTI-WHITE","50","PARK/PLAYGROUND","1300 BLOCK LARIMER ST",3140539,1697206
"2015528801","2015-09-11",2015,9,3,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-HISPANIC OR LATINO","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","S LOWELL BLVD / W ADA PL",3130992,1680681
"2015523553","2015-09-10",2015,9,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E COLFAX AVE / N WASHINGTON ST",3146588,1694851
"2015482329","2015-08-22",2015,8,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-ISLAMIC (MUSLIM)","18","PARKING LOT/GARAGE","18600 BLOCK E GVR BLVD",3205626,1711255
"2015482329","2015-08-22",2015,8,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-ISLAMIC (MUSLIM)","18","PARKING LOT/GARAGE","18600 BLOCK E GVR BLVD",3205626,1711255
"2015444830","2015-08-05",2015,8,3,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN (FEMALE)","20","RESIDENCE/HOME","3900 BLOCK N ELATI ST",3142717,1706283
"2015444759","2015-08-05",2015,8,3,"REFUSED BY DA - OTHER REASON","5309","0","HARASSMENT","ANTI-JEWISH","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","8100 BLOCK E FAIRMOUNT DR",3171043,1685274
"2015406120","2015-07-18",2015,7,3,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","5312","0","DISTURBING THE PEACE","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","7700 BLOCK E QUINCY AVE",3169240,1658522
"2015392309","2015-07-12",2015,7,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN (FEMALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","N BROADWAY ST / E 10TH AVE",3144169,1691933
"2015392309","2015-07-12",2015,7,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN (FEMALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","N BROADWAY ST / E 10TH AVE",3144169,1691933
"2015375817","2015-07-04",2015,7,3,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-WHITE","50","PARK/PLAYGROUND","4800 BLOCK N ARGONNE WAY",3207756,1713299
"20158021395","2015-06-27",2015,6,2,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","5312","0","DISTURBING THE PEACE","ANTI-BLACK OR AFRICAN AMERICAN","1","AIR/BUS/TRAIN TERMINAL","8400 BLOCK PENA BLVD",3231977,1735292
"2015338667","2015-06-17",2015,6,2,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-OTHER RELIGION","20","RESIDENCE/HOME","1200 BLOCK S BELLAIRE ST",3158211,1678062
"2015333616","2015-06-15",2015,6,2,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E MLK BLVD / N DAHLIA ST",3159763,1702909
"2015333397","2015-06-10",2015,6,2,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1316","0","THREATS TO INJURE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","3400 BLOCK S LOCUST ST",3164711,1663939
"2015315802","2015-06-07",2015,6,2,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","300 BLOCK E 20TH AVE",3145275,1697563
"2015296261","2015-05-29",2015,5,2,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1316","0","THREATS TO INJURE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E COLFAX AVE / N DOWNING ST",3148176,1694866
"2015293970","2015-05-26",2015,5,2,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","1210","0","ROBBERY - PURSE SNATCH W/FORCE","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1500 BLOCK N PENNSYLVANIA AVE",3145944,1694869
"2015250812","2015-05-06",2015,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-HISPANIC OR LATINO","57","COMMUNITY CENTER","3700 BLOCK N LAFAYETTE ST",3148597,1705606
"2015115297","2015-03-01",2015,3,1,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E 13TH AVE / N MARION ST",3148533,1693718
"201563298","2015-02-02",2015,2,1,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1313","0","ASSAULT - SIMPLE","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","19TH ST / WAZEE ST",3141591,1699923
"201554912","2015-01-28",2015,1,1,"INACTIVE - EARLY CASE CLOSURE","1315","2","MENACING - FELONY W/WEAP","ANTI-HISPANIC OR LATINO","5","COMMERCIAL/OFFICE BUILDING","6800 BLOCK E TENNESSEE AVE",3166336,1680004
"201554912","2015-01-28",2015,1,1,"INACTIVE - EARLY CASE CLOSURE","1315","2","MENACING - FELONY W/WEAP","ANTI-HISPANIC OR LATINO","5","COMMERCIAL/OFFICE BUILDING","6800 BLOCK E TENNESSEE AVE",3166336,1680004
"201554912","2015-01-28",2015,1,1,"INACTIVE - EARLY CASE CLOSURE","1315","2","MENACING - FELONY W/WEAP","ANTI-HISPANIC OR LATINO","5","COMMERCIAL/OFFICE BUILDING","6800 BLOCK E TENNESSEE AVE",3166336,1680004
"2014668766","2014-12-18",2014,12,4,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","1316","0","THREATS TO INJURE","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E 18TH AVE / N LOGAN ST",3145572,1696612
"2014626738","2014-11-24",2014,11,4,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2300 BLOCK COURT PL",3146255,1698169
"2014590263","2014-10-25",2014,10,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","5309","3","HARASSMENT - SEXUAL IN NATURE","ANTI-ASIAN","20","RESIDENCE/HOME","4500 BLOCK S MONACO ST",3166184,1655058
"2014555832","2014-10-19",2014,10,4,"REFUSED BY DA - INSUFFICIENT ID EVID","1315","0","AGGRAVATED ASSAULT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2600 BLOCK WELTON ST",3146602,1700044
"2014555832","2014-10-19",2014,10,4,"REFUSED BY DA - INSUFFICIENT ID EVID","1315","0","AGGRAVATED ASSAULT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2600 BLOCK WELTON ST",3146602,1700044
"2014530462","2014-10-06",2014,10,4,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","5200 BLOCK E COLFAX AVE",3161316,1695098
"2014489264","2014-09-15",2014,9,3,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1315","2","MENACING - FELONY W/WEAP","ANTI-WHITE","25","OTHER/UNKNOWN","16TH ST / CURTIS ST",3142057,1697444
"2014489264","2014-09-15",2014,9,3,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1315","2","MENACING - FELONY W/WEAP","ANTI-WHITE","25","OTHER/UNKNOWN","16TH ST / CURTIS ST",3142057,1697444
"2014487434","2014-09-13",2014,9,3,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-LESBIAN (FEMALE)","50","PARK/PLAYGROUND","3700 BLOCK N MARION ST",3148393,1705678
