"Case","OCC_DATE","OCC_YEAR","OCC_Month","OCC_QTR","CASE_STATUS_DESC","UCR","UCR_EXT_CODE","OFFENSE_DESC","Bias Type","LOC_CODE","Location_Description","DeIdentifiedLocation","X_COORDINATE","Y_COORDINATE"
"20115011771","2011-10-03",2011,10,4,"INACTIVE","5309","0","HARASSMENT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","20","RESIDENCE/HOME","1300 BLOCK N SHERMAN ST",3144977,1694036
"2011425076","2011-09-23",2011,9,3,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-GAY (MALE)","1","AIR/BUS/TRAIN TERMINAL","2900 BLOCK N DOWNING ST",3148045,1701914
"2011400512","2011-09-07",2011,9,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","600 BLOCK E COLFAX AVE",3146300,1694801
"2011377241","2011-08-24",2011,8,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN (FEMALE)","11","GOVERNMENT/PUBLIC BUILDING","2900 BLOCK W 10TH AVE",3133937,1692403
"2011373890","2011-08-22",2011,8,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","2900 BLOCK N RACE ST",3150742,1701623
"2011367577","2011-08-17",2011,8,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-ISLAMIC (MUSLIM)","8","DEPARTMENT/DISCOUNT STORE","7800 BLOCK E SMITH RD",3169237,1705800
"2011347582","2011-08-05",2011,8,3,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","5","COMMERCIAL/OFFICE BUILDING","4100 BLOCK N GARFIELD ST",3156348,1707579
"2011319921","2011-07-20",2011,7,3,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1400 BLOCK N RACE ST",3150909,1694344
"2011320135","2011-07-20",2011,7,3,"INACTIVE","5309","0","HARASSMENT","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","3300 BLOCK N DOWNING ST",3148166,1703418
"2011318344","2011-07-19",2011,7,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2800 BLOCK N MAGNOLIA ST",3165485,1701543
"2011316377","2011-07-18",2011,7,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-GAY (MALE)","18","PARKING LOT/GARAGE","W 50TH AVE / N FEDERAL BLVD",3133426,1712063
"2011300572","2011-07-09",2011,7,3,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","400 BLOCK E COLFAX AVE",3145640,1694781
"2011293084","2011-07-05",2011,7,3,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","21ST ST / LAWRENCE ST",3143250,1699639
"2011290435","2011-07-03",2011,7,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-WHITE","18","PARKING LOT/GARAGE","300 BLOCK S FEDERAL BLVD",3133699,1683900
"2011284673","2011-07-01",2011,7,3,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","15TH ST / LARIMER ST",3140976,1697832
"2011268524","2011-06-20",2011,6,2,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-WHITE","18","PARKING LOT/GARAGE","2200 BLOCK LAWRENCE ST",3143699,1699950
"2011264357","2011-06-18",2011,6,2,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","3700 BLOCK N NAVAJO ST",3139486,1705148
"20115006165","2011-06-05",2011,6,2,"INACTIVE - EARLY CASE CLOSURE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-GAY (MALE)","25","OTHER/UNKNOWN","2300 BLOCK N OGDEN ST",3147864,1698875
"2011215614","2011-05-18",2011,5,2,"INACTIVE - EARLY CASE CLOSURE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-JEWISH","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2300 BLOCK N STEELE ST",3155093,1698716
"2011201551","2011-05-09",2011,5,2,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-GAY (MALE)","12","GROCERY/SUPERMARKET","1100 BLOCK E 9TH AVE",3147996,1691775
"2011174232","2011-04-20",2011,4,2,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","5100 BLOCK E ASBURY AVE",3160896,1673178
"2011171534","2011-04-18",2011,4,2,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","18","PARKING LOT/GARAGE","10000 BLOCK E ALAMEDA AVE",3176874,1683416
"2011149112","2011-04-04",2011,4,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-BLACK OR AFRICAN AMERICAN","25","OTHER/UNKNOWN","E 13TH AVE / N PENNSYLVANIA ST",3145932,1693706
"201169249","2011-02-12",2011,2,1,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","18","PARKING LOT/GARAGE","2200 BLOCK S COLORADO BLVD",3157532,1671413
"201148223","2011-01-30",2011,1,1,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1315","0","AGGRAVATED ASSAULT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","3","BAR/NIGHT CLUB","800 BLOCK 15TH ST",3141994,1696736
"201148223","2011-01-30",2011,1,1,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1315","0","AGGRAVATED ASSAULT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","3","BAR/NIGHT CLUB","800 BLOCK 15TH ST",3141994,1696736
"2010604329","2010-12-07",2010,12,4,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-ISLAMIC (MUSLIM)","25","OTHER/UNKNOWN","1700 BLOCK S PECOS ST",3138637,1674715
"2010596942","2010-12-02",2010,12,4,"INACTIVE","2999","0","CRIMINAL MISCHIEF - OTHER","ANTI-GAY (MALE)","8","DEPARTMENT/DISCOUNT STORE","00 BLOCK S STEELE ST",3154360,1686227
"20105015360","2010-12-01",2010,12,4,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","20","RESIDENCE/HOME","3700 BLOCK W WALSH PL",3130538,1681214
"2010575613","2010-11-19",2010,11,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","2600 BLOCK W EVANS AVE",3135509,1672647
"2010575613","2010-11-19",2010,11,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","2600 BLOCK W EVANS AVE",3135509,1672647
"2010573349","2010-11-12",2010,11,4,"REFERRED TO OTHER AGENCY","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-JEWISH","4","CHURCH/SYNAGOGUE/TEMPLE/MOSQUE","2300 BLOCK S MARION ST",3148634,1670999
"2010563260","2010-11-11",2010,11,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-JEWISH","5","COMMERCIAL/OFFICE BUILDING","300 BLOCK S PEARL ST",3146278,1683921
"2010557740","2010-11-08",2010,11,4,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","5000 BLOCK N FEDERAL BLVD",3133548,1712160
"2010561594","2010-11-04",2010,11,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-JEWISH","1","AIR/BUS/TRAIN TERMINAL","300 BLOCK S PEARL ST",3146278,1683921
"2010530532","2010-10-23",2010,10,4,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","1","AIR/BUS/TRAIN TERMINAL","E COLFAX AVE / N BROADWAY ST",3144156,1694853
"2010513473","2010-10-14",2010,10,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","22","(DO NOT USE) SCHOOL/COLLEGE","1500 BLOCK N ALBION ST",3157649,1695197
"2010509533","2010-10-11",2010,10,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","19TH ST / WELTON ST",3144072,1697454
"2010504358","2010-10-07",2010,10,4,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","20","RESIDENCE/HOME","00 BLOCK N FOREST ST",3161110,1686506
"20105011972","2010-10-06",2010,10,4,"INACTIVE","5309","0","HARASSMENT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","20","RESIDENCE/HOME","700 BLOCK S GALENA ST",3177231,1681359
"2010492719","2010-10-01",2010,10,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","600 BLOCK N SANTA FE DR",3141064,1689666
"2010516442","2010-10-01",2010,10,4,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1313","0","ASSAULT - SIMPLE","ANTI-MENTAL DISABILITY","22","(DO NOT USE) SCHOOL/COLLEGE","16000 BLOCK E MAXWELL PL",3196587,1715620
"2010516442","2010-10-01",2010,10,4,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1313","0","ASSAULT - SIMPLE","ANTI-MENTAL DISABILITY","22","(DO NOT USE) SCHOOL/COLLEGE","16000 BLOCK E MAXWELL PL",3196587,1715620
"2010487555","2010-09-29",2010,9,3,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1900 BLOCK S HIGH ST",3150598,1673717
"2010489033","2010-09-29",2010,9,3,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","N WILLIAMS ST / E 35TH AVE",3150129,1704248
"2010484415","2010-09-27",2010,9,3,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN (FEMALE)","18","PARKING LOT/GARAGE","500 BLOCK S BROADWAY ST",3144043,1682876
"2010481688","2010-09-25",2010,9,3,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-HISPANIC OR LATINO","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","38TH ST / ARKINS CT",3146710,1707585
"2010475642","2010-09-21",2010,9,3,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-CATHOLIC","4","CHURCH/SYNAGOGUE/TEMPLE/MOSQUE","1500 BLOCK N LOGAN ST",3145678,1695111
"2010467463","2010-09-17",2010,9,3,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-JEWISH","22","(DO NOT USE) SCHOOL/COLLEGE","1200 BLOCK LARIMER ST",3140028,1696884
"2010467463","2010-09-17",2010,9,3,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-JEWISH","22","(DO NOT USE) SCHOOL/COLLEGE","1200 BLOCK LARIMER ST",3140028,1696884
"2010467463","2010-09-17",2010,9,3,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-JEWISH","22","(DO NOT USE) SCHOOL/COLLEGE","1200 BLOCK LARIMER ST",3140028,1696884
"2010462361","2010-09-14",2010,9,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","11100 BLOCK E DARTMOUTH AVE",3180932,1665666
"2010443817","2010-09-03",2010,9,3,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E COLFAX AVE / N COLORADO BLVD",3157296,1694956
"201173432","2010-09-01",2010,9,3,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","5309","0","HARASSMENT","ANTI-MULTIPLE RACES, GROUP","22","(DO NOT USE) SCHOOL/COLLEGE","8600 BLOCK E DARTMOUTH AVE",3170920,1665692
"2010394666","2010-08-07",2010,8,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-ISLAMIC (MUSLIM)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","100 BLOCK N CLAYTON LN",3153149,1687209
"2010374034","2010-07-27",2010,7,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-BLACK OR AFRICAN AMERICAN","11","GOVERNMENT/PUBLIC BUILDING","200 BLOCK W COLFAX AVE",3143348,1695004
"2010361304","2010-07-21",2010,7,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","4300 BLOCK N LIPAN ST",3139952,1707924
"2010341079","2010-07-10",2010,7,3,"INACTIVE","5309","0","HARASSMENT","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","20","RESIDENCE/HOME","00 BLOCK S EMERSON ST",3147244,1685732
"2010301932","2010-06-21",2010,6,2,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","1313","0","ASSAULT - SIMPLE","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1200 BLOCK W 43RD AVE",3139884,1707791
"2010295109","2010-06-17",2010,6,2,"INACTIVE","5309","0","HARASSMENT","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","4500 BLOCK E JEWELL AVE",3159110,1673716
"2010264852","2010-06-01",2010,6,2,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-MULTIPLE RACES, GROUP","25","OTHER/UNKNOWN","7900 BLOCK E QUINCY AVE",3170389,1658343
"2010260706","2010-05-31",2010,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","3","BAR/NIGHT CLUB","2600 BLOCK S BROADWAY ST",3144179,1668731
"2010235584","2010-05-17",2010,5,2,"INACTIVE","2999","0","CRIMINAL MISCHIEF - OTHER","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","600 BLOCK N DOWNING ST",3148166,1689806
"2010205703","2010-05-01",2010,5,2,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-JEWISH","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","S DAHLIA ST / E ALAMEDA AVE",3159909,1684463
"2010198128","2010-04-26",2010,4,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-BLACK OR AFRICAN AMERICAN","5","COMMERCIAL/OFFICE BUILDING","300 BLOCK 17TH ST",3143989,1696092
"2010173312","2010-04-12",2010,4,2,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","22","(DO NOT USE) SCHOOL/COLLEGE","2200 BLOCK S UNIVERSITY BLVD",3151832,1671468
"2010134123","2010-03-21",2010,3,1,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","3800 BLOCK N COOK ST",3155341,1706059
"2010122049","2010-03-14",2010,3,1,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","18","PARKING LOT/GARAGE","200 BLOCK N RAMPART WAY",3169003,1688447
"2010117286","2010-03-12",2010,3,1,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-BLACK OR AFRICAN AMERICAN","22","(DO NOT USE) SCHOOL/COLLEGE","7100 BLOCK E MONTVIEW BLVD",3167124,1697800
"2010119245","2010-03-12",2010,3,1,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-JEWISH","4","CHURCH/SYNAGOGUE/TEMPLE/MOSQUE","1400 BLOCK S VINE ST",3151060,1677005
"2010116135","2010-03-11",2010,3,1,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-BLACK OR AFRICAN AMERICAN","22","(DO NOT USE) SCHOOL/COLLEGE","1700 BLOCK E LOUISIANA AVE",3150133,1677431
"2010113948","2010-03-10",2010,3,1,"INACTIVE","5309","0","HARASSMENT","ANTI-BLACK OR AFRICAN AMERICAN","22","(DO NOT USE) SCHOOL/COLLEGE","4200 BLOCK N SHOSHONE ST",3137901,1707450
"2010113946","2010-02-28",2010,2,1,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","20","RESIDENCE/HOME","4900 BLOCK N JASPER ST",3195098,1711679
"201079291","2010-02-17",2010,2,1,"REFUSED BY DA - OTHER REASON","5309","0","HARASSMENT","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","5000 BLOCK N RALEIGH ST",3128740,1712167
"201072317","2010-02-13",2010,2,1,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-ISLAMIC (MUSLIM)","3","BAR/NIGHT CLUB","1800 BLOCK S BROADWAY ST",3144343,1674371
"201072317","2010-02-13",2010,2,1,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-ISLAMIC (MUSLIM)","3","BAR/NIGHT CLUB","1800 BLOCK S BROADWAY ST",3144343,1674371
"201072317","2010-02-13",2010,2,1,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-ISLAMIC (MUSLIM)","3","BAR/NIGHT CLUB","1800 BLOCK S BROADWAY ST",3144343,1674371
"201069421","2010-02-11",2010,2,1,"INACTIVE","5309","0","HARASSMENT","ANTI-BLACK OR AFRICAN AMERICAN","24","SPECIALTY STORE","3200 BLOCK E 2ND AVE",3154867,1687481
"201069349","2010-02-10",2010,2,1,"INACTIVE","5309","0","HARASSMENT","ANTI-BLACK OR AFRICAN AMERICAN","22","(DO NOT USE) SCHOOL/COLLEGE","7100 BLOCK E MONTVIEW BLVD",3167333,1697284
"201060813","2010-02-05",2010,2,1,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","800 BLOCK 16TH ST",3142551,1697022
"201057756","2010-02-04",2010,2,1,"INACTIVE","1315","2","MENACING - FELONY W/WEAP","ANTI-ISLAMIC (MUSLIM)","18","PARKING LOT/GARAGE","1200 BLOCK S QUEBEC WAY",3168208,1678222
"201052050","2010-02-01",2010,2,1,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","25","OTHER/UNKNOWN","1400 BLOCK N BANNOCK ST",3143151,1694551
"201042484","2010-01-26",2010,1,1,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1700 BLOCK STOUT ST",3142941,1697308
"201030155","2010-01-17",2010,1,1,"INACTIVE","5309","0","HARASSMENT","ANTI-JEWISH","20","RESIDENCE/HOME","3100 BLOCK N MARION ST",3148499,1702794
"201023300","2010-01-14",2010,1,1,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-GAY (MALE)","25","OTHER/UNKNOWN","300 BLOCK N ST PAUL ST",3154520,1688111
"201015285","2010-01-10",2010,1,1,"INACTIVE","5309","0","HARASSMENT","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","4200 BLOCK E ILIFF AVE",3158289,1671320
"201014158","2010-01-07",2010,1,1,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","1500 BLOCK N KRAMERIA ST",3164241,1695245
